Sale_ID,Date,Store_ID,Product_ID,Units
90535,4/1/2022,1,1,1
90584,4/1/2022,1,1,1
90636,4/1/2022,1,1,1
90651,4/1/2022,1,1,1
90729,4/1/2022,1,1,1
90867,4/1/2022,1,1,1
93249,4/4/2022,1,1,4
93275,4/4/2022,1,1,3
93428,4/4/2022,1,1,3
93915,4/4/2022,1,1,3
93983,4/4/2022,1,1,3
94077,4/4/2022,1,1,3
103633,4/13/2022,1,1,1
103683,4/13/2022,1,1,1
103855,4/13/2022,1,1,1
103929,4/13/2022,1,1,1
104005,4/13/2022,1,1,1
104258,4/13/2022,1,1,1
104413,4/13/2022,1,1,1
104514,4/13/2022,1,1,1
104524,4/13/2022,1,1,1
104761,4/13/2022,1,1,1
104876,4/13/2022,1,1,1
105016,4/13/2022,1,1,1
107842,4/16/2022,1,1,1
107843,4/16/2022,1,1,1
107962,4/16/2022,1,1,1
108051,4/16/2022,1,1,1
108102,4/16/2022,1,1,1
108162,4/16/2022,1,1,1
108222,4/16/2022,1,1,1
108289,4/16/2022,1,1,1
108330,4/16/2022,1,1,1
108651,4/16/2022,1,1,1
108811,4/16/2022,1,1,1
112418,4/21/2022,1,1,1
112647,4/21/2022,1,1,1
112719,4/21/2022,1,1,1
112744,4/21/2022,1,1,1
112756,4/21/2022,1,1,1
112897,4/21/2022,1,1,1
112930,4/21/2022,1,1,1
113037,4/21/2022,1,1,1
113068,4/21/2022,1,1,1
113128,4/21/2022,1,1,1
113137,4/21/2022,1,1,1
113174,4/21/2022,1,1,1
113196,4/21/2022,1,1,1
113430,4/21/2022,1,1,1
113447,4/21/2022,1,1,1
113467,4/21/2022,1,1,1
113491,4/21/2022,1,1,1
116493,4/24/2022,1,1,1
116634,4/24/2022,1,1,1
116747,4/24/2022,1,1,1
116804,4/24/2022,1,1,1
116961,4/24/2022,1,1,1
116964,4/24/2022,1,1,1
117105,4/24/2022,1,1,1
117178,4/24/2022,1,1,1
117222,4/24/2022,1,1,1
117347,4/24/2022,1,1,1
117359,4/24/2022,1,1,1
122934,4/30/2022,1,1,1
123227,4/30/2022,1,1,1
123499,4/30/2022,1,1,1
123781,4/30/2022,1,1,1
123792,4/30/2022,1,1,1
123885,4/30/2022,1,1,1
124139,4/30/2022,1,1,1
124824,4/30/2022,1,1,1
125121,4/30/2022,1,1,1
125158,4/30/2022,1,1,1
125160,4/30/2022,1,1,1
125516,5/1/2022,1,1,1
125646,5/1/2022,1,1,1
125731,5/1/2022,1,1,1
125895,5/1/2022,1,1,1
125915,5/1/2022,1,1,1
125960,5/1/2022,1,1,1
126050,5/1/2022,1,1,1
126132,5/1/2022,1,1,1
126220,5/1/2022,1,1,1
126399,5/1/2022,1,1,1
126561,5/1/2022,1,1,1
130081,5/5/2022,1,1,1
130331,5/5/2022,1,1,1
130410,5/5/2022,1,1,1
130418,5/5/2022,1,1,1
130501,5/5/2022,1,1,1
130548,5/5/2022,1,1,1
130671,5/5/2022,1,1,1
130681,5/5/2022,1,1,1
130784,5/5/2022,1,1,1
130932,5/5/2022,1,1,1
131738,5/6/2022,1,1,1
131910,5/6/2022,1,1,1
132399,5/6/2022,1,1,1
139657,5/13/2022,1,1,1
139756,5/13/2022,1,1,1
139888,5/13/2022,1,1,1
140196,5/13/2022,1,1,1
140373,5/13/2022,1,1,1
140646,5/13/2022,1,1,1
140899,5/14/2022,1,1,1
141160,5/14/2022,1,1,1
141239,5/14/2022,1,1,1
141345,5/14/2022,1,1,1
141437,5/14/2022,1,1,1
141734,5/14/2022,1,1,1
141874,5/14/2022,1,1,1
141918,5/14/2022,1,1,1
141998,5/14/2022,1,1,1
142080,5/14/2022,1,1,1
142151,5/14/2022,1,1,1
142183,5/14/2022,1,1,1
142317,5/15/2022,1,1,1
142411,5/15/2022,1,1,1
142494,5/15/2022,1,1,1
142660,5/15/2022,1,1,1
142696,5/15/2022,1,1,1
142703,5/15/2022,1,1,1
142759,5/15/2022,1,1,1
142833,5/15/2022,1,1,1
143019,5/15/2022,1,1,1
143054,5/15/2022,1,1,1
143101,5/15/2022,1,1,1
143350,5/15/2022,1,1,1
143387,5/15/2022,1,1,1
143428,5/15/2022,1,1,1
143445,5/15/2022,1,1,1
145367,5/18/2022,1,1,1
145536,5/18/2022,1,1,1
145550,5/18/2022,1,1,1
145767,5/18/2022,1,1,1
145817,5/18/2022,1,1,1
145836,5/18/2022,1,1,1
145969,5/18/2022,1,1,1
146036,5/18/2022,1,1,1
146062,5/18/2022,1,1,1
147420,5/20/2022,1,1,1
147438,5/20/2022,1,1,1
147661,5/20/2022,1,1,1
148038,5/20/2022,1,1,1
148257,5/20/2022,1,1,1
148382,5/20/2022,1,1,1
148396,5/20/2022,1,1,1
148479,5/20/2022,1,1,1
148666,5/20/2022,1,1,1
148887,5/20/2022,1,1,1
148912,5/20/2022,1,1,1
148962,5/20/2022,1,1,1
149062,5/20/2022,1,1,1
149087,5/20/2022,1,1,1
154868,5/26/2022,1,1,1
154959,5/26/2022,1,1,1
155135,5/26/2022,1,1,1
155531,5/26/2022,1,1,1
155565,5/26/2022,1,1,1
155707,5/26/2022,1,1,1
155792,5/26/2022,1,1,1
167747,6/5/2022,1,1,1
167750,6/5/2022,1,1,1
167785,6/5/2022,1,1,1
167882,6/5/2022,1,1,1
167943,6/5/2022,1,1,1
167944,6/5/2022,1,1,1
168018,6/5/2022,1,1,1
168039,6/5/2022,1,1,1
168114,6/5/2022,1,1,1
168221,6/5/2022,1,1,1
168243,6/5/2022,1,1,1
168255,6/5/2022,1,1,1
168339,6/5/2022,1,1,1
168350,6/5/2022,1,1,1
168374,6/5/2022,1,1,1
168408,6/5/2022,1,1,1
168419,6/5/2022,1,1,1
168427,6/5/2022,1,1,1
168526,6/5/2022,1,1,1
168572,6/5/2022,1,1,1
168632,6/5/2022,1,1,1
168666,6/5/2022,1,1,1
170478,6/8/2022,1,1,1
170611,6/8/2022,1,1,1
170805,6/8/2022,1,1,1
170921,6/8/2022,1,1,1
171043,6/8/2022,1,1,1
171050,6/8/2022,1,1,1
171193,6/8/2022,1,1,1
174467,6/11/2022,1,1,1
174492,6/11/2022,1,1,1
174716,6/11/2022,1,1,1
175029,6/11/2022,1,1,1
175076,6/11/2022,1,1,1
175101,6/11/2022,1,1,1
175321,6/11/2022,1,1,1
175499,6/11/2022,1,1,1
176603,6/13/2022,1,1,1
176687,6/13/2022,1,1,1
176689,6/13/2022,1,1,1
176804,6/13/2022,1,1,1
176812,6/13/2022,1,1,1
176820,6/13/2022,1,1,1
177021,6/13/2022,1,1,1
177046,6/13/2022,1,1,1
177092,6/13/2022,1,1,1
178766,6/15/2022,1,1,1
179155,6/15/2022,1,1,1
179247,6/15/2022,1,1,1
179250,6/15/2022,1,1,1
179262,6/15/2022,1,1,1
179318,6/15/2022,1,1,1
179405,6/15/2022,1,1,1
179450,6/15/2022,1,1,1
179513,6/15/2022,1,1,1
179578,6/15/2022,1,1,1
179584,6/15/2022,1,1,1
179978,6/16/2022,1,1,1
180008,6/16/2022,1,1,1
180145,6/16/2022,1,1,1
180231,6/16/2022,1,1,1
180288,6/16/2022,1,1,1
180313,6/16/2022,1,1,1
180466,6/16/2022,1,1,1
180570,6/16/2022,1,1,1
180621,6/16/2022,1,1,1
180625,6/16/2022,1,1,1
180754,6/16/2022,1,1,1
180757,6/16/2022,1,1,1
180798,6/16/2022,1,1,1
180855,6/16/2022,1,1,1
181017,6/16/2022,1,1,1
184313,6/19/2022,1,1,1
184557,6/19/2022,1,1,1
184575,6/19/2022,1,1,1
184702,6/19/2022,1,1,1
184889,6/19/2022,1,1,1
185093,6/19/2022,1,1,1
185106,6/19/2022,1,1,1
185168,6/19/2022,1,1,1
185365,6/19/2022,1,1,1
197019,6/30/2022,1,1,1
197239,6/30/2022,1,1,1
197290,6/30/2022,1,1,1
197506,6/30/2022,1,1,1
197513,6/30/2022,1,1,1
197619,6/30/2022,1,1,1
199775,7/2/2022,1,1,1
200071,7/2/2022,1,1,1
200212,7/2/2022,1,1,1
200850,7/2/2022,1,1,1
205957,7/8/2022,1,1,1
205973,7/8/2022,1,1,1
206064,7/8/2022,1,1,1
206110,7/8/2022,1,1,1
206519,7/8/2022,1,1,1
206965,7/8/2022,1,1,1
218523,7/19/2022,1,1,2
218561,7/19/2022,1,1,3
218951,7/19/2022,1,1,2
219058,7/19/2022,1,1,3
219135,7/19/2022,1,1,2
219146,7/19/2022,1,1,2
219201,7/19/2022,1,1,3
219263,7/19/2022,1,1,2
219345,7/19/2022,1,1,2
219357,7/19/2022,1,1,2
219397,7/19/2022,1,1,2
219764,7/20/2022,1,1,2
219819,7/20/2022,1,1,2
228975,7/29/2022,1,1,1
228985,7/29/2022,1,1,1
229593,7/29/2022,1,1,1
229641,7/29/2022,1,1,1
229723,7/29/2022,1,1,1
229782,7/29/2022,1,1,1
229942,7/29/2022,1,1,1
230032,7/29/2022,1,1,1
230171,7/29/2022,1,1,1
230318,7/29/2022,1,1,1
230405,7/29/2022,1,1,1
233894,8/2/2022,1,1,1
233966,8/2/2022,1,1,1
234086,8/2/2022,1,1,1
234115,8/2/2022,1,1,1
234168,8/2/2022,1,1,1
234496,8/2/2022,1,1,1
234690,8/2/2022,1,1,1
234720,8/2/2022,1,1,1
245629,8/13/2022,1,1,1
246283,8/13/2022,1,1,1
246457,8/13/2022,1,1,1
247989,8/15/2022,1,1,1
248201,8/15/2022,1,1,1
248256,8/15/2022,1,1,1
